id_review,id_store,review_time,rating,review
11643,11,4 years ago,1 star,"Too many bums, transients, vagabonds, crack heads and beggars flowing through these doors. Very disturbing to say the least. I hope to never return."
11644,11,2 years ago,5 stars,Its mc donalds...its close 2 my home..its usual fast and the food it hot
11645,11,4 years ago,4 stars,It's small and packed but they were pretty fast for the food.
11646,11,5 years ago,3 stars,"It had dirty bathrooms and the service was very slow for fast food,besides that the food was good."
11647,11,5 years ago,5 stars,Crowded but prompt service. Got order right. Accommodating. Easier than I thought.
11648,11,5 years ago,2 stars,"My visit was just to get a gift card, and this location is very unorganized. Not clean in the dining room area at all."
11649,11,7 years ago,1 star,"BAD CUSTOMER SERVICE. THEY LEFT MY FOOD OUTSIDE FOR 10 MIN BEFORE THEY SERVED ME. WHEN THEY WERE ABOUT TO SERVE ME, THEY FINALLY COVERED MY FOOD; BY THE WAY, I WAS WATCHING THEM THE ENTIRE TIME. HORRIBLE SERVICE."
11650,11,5 years ago,2 stars,Not to much of a fan of the menu but some of the ice coffee drinks are good. This location is always busy and full not the cleanest ether.
11651,11,3 years ago,1 star,don't shop here if you like refills on your drinks you'll find out that this is the only McDonald's in the world that doesn't give free refills unfortunately
11652,11,4 years ago,4 stars,Fast friendly but not so much if you're homeless
11653,11,3 years ago,5 stars,"Macdonald always is easy on pockets on budgets, and thank God this was clean the way I remember it used to be."
11654,11,5 years ago,2 stars,"Unsafe experience.
Lots of homeless people inside and out.A few even smoking weed.
Place was too dirty."
11655,11,11 months ago,1 star,Id like drink my coffee with black straw.
11656,11,6 years ago,1 star,I had to navigate around some homeless people to go inside. Some of them must have sat in the chairs because the chair I sat in smelled of sweat. I changed to another table and it was dirty. I'll never go back to this McDonald's.
11657,11,5 years ago,4 stars,"Good hot food but a lot of homeless people, they have security though."
11658,11,6 years ago,1 star,"Horrible!!!!.employees with attitude, I ordered one chicken deluxe grilled and medium fries and they tossed the fries to the tray. The whole order was cold too.
Thanks for nothing.!!!!"
11659,11,4 years ago,4 stars,"Clean and organized mcdonald's with friendly personnel.
Attention: The Restrooms are locked for public!!!
You need to ask!"
11660,11,4 years ago,5 stars,Shared an enjoyable lunch with a friend on the patio. I had a quarter cheese and fries and diet Dr. Pepper.
11661,11,a year ago,5 stars,Take out was great and fast specially at that time.
11662,11,3 years ago,5 stars,Very Beautyfull
11663,11,3 years ago,5 stars,Outdoor seating was nice and the facility was very clean. Staff were very nice.
11664,11,3 years ago,4 stars,Very clean and fast. Despite the occasional  homeless begger asking for change.
11665,11,4 years ago,5 stars,"In the heart of Santa Monica where there is no parking anywhere, it's a breath of fresh air to see a stree-level Under-Building Parking for McDonalds."
11666,11,4 years ago,4 stars,Not a bad McDonald's at all considering how busy it was. A lot of good people watching here.
11667,11,11 months ago,1 star,Too many homeless outside and inside the restaurant
11668,11,5 years ago,4 stars,The service was adequate and there was a lot of seating space for the group I went with.
11669,11,3 years ago,5 stars,"Even though it is crowded, I feel it was pretty fast and efficient to grab a bite."
11670,11,4 years ago,1 star,"Worst McDonald's ever. Unfriendly staff, they don't pay attention to what they're doing. Place isn't clean. They're rude to homeless people."
11671,11,a year ago,5 stars,Oh it was so good and the pie was great!
11672,11,3 years ago,4 stars,It was okay but they only had 2 apple pies when I wanted 4. Other than that its aight.
11673,11,3 years ago,2 stars,I had a fly in my mc flurry...and i got yelled at about it ... im sorry.. last i checked the customer was right...
11674,11,4 years ago,3 stars,Alright service but could use some more speed in handing out ordres with less aduittud
11675,11,11 months ago,1 star,"Terrible food, order delivered incomplete."
11676,11,3 years ago,5 stars,Least expensive place to eat by the Santa Monica Pier very clean with great service
11677,11,4 years ago,4 stars,Very fast and friendly one of the best MCDONALD'S I have eaten in awhile.
11678,11,3 years ago,3 stars,This Mcds is so busy.  I guess cuz its so cloe to Santa Monica Pier.   Lots of people and lots of homeless people outside.
11679,11,2 years ago,4 stars,Quick not busy and clean with good customer service.
11680,11,4 years ago,5 stars,They will let you use the bathroom.Give you a cup of water and amidst all the huddle.and bustle they still treat you well.
11681,11,4 years ago,4 stars,I had a great expericence but a lot of prices got bumped up because it 3rd street
11682,11,4 years ago,5 stars,"Very, very busy but the staff did a great job of keeping it orderly"
11683,11,a year ago,5 stars,Super fancy expensive lots of eye candy
11684,11,4 years ago,4 stars,"This mc donald is nice,great service and on top of all affordable and clean restroom"
11685,11,3 years ago,2 stars,No refills on soda pop?! They also saved money by not giving me my breakfast sausage. Two stars though for having the lights on.
11686,11,4 years ago,5 stars,"The staff takes your order fast, and your food is ready fast too."
11687,11,7 months ago,4 stars,Slow as far as service goes..
11688,11,9 months ago,4 stars,Just can't get enough of those french ï¿½ï¿½ï¿
11689,11,5 years ago,5 stars,ýýýýýýýýýýýýFULL OF CRAZY HOMELESS PEOPLE...BUT ýýýýýýýýýýýýGOOD HOT FRESH FOOD AND OPEN 24 HRS  FOR LATE NIGHT'S ýýý
11690,11,6 years ago,5 stars,Easy & FREE parking and surprisngly clean and secure for how many people pass through.
11691,11,4 years ago,1 star,can't stand their food it gives me a stomach ache and cramps and makes me sick to my stomach every time I eat there the only thing I can tolerate is a salad
11692,11,3 years ago,5 stars,A typical McD with a good place to sit n relax with awesome food
11693,11,4 years ago,1 star,"The service took forever, sat in the drive thru for 30minutes and when we finally got our food all the orders were wrong."
11694,11,2 years ago,3 stars,They are open for take-out and drive-through they don't accept EBT
11695,11,4 years ago,5 stars,Nice McDonald's very close to Santa Monica Pier - busy but fast service
11696,11,5 years ago,1 star,"Worst McDonald's in santa Monica  ,  every time I order they always get my order wrong and the miss count my exact change just a bunch of special ed kids in there running the place"
11697,11,4 years ago,2 stars,Hotspot for the homeless. Some people were very rude and bothering little kids. This seems routine and manager didn't do anything to remove these people.
11698,11,3 years ago,1 star,"They made 3 mistakes on my order, once,  twice, ok but 3, makes me think they are not paying attention"
11699,11,5 years ago,1 star,Bad service. Rude cashiers. Wanted a number 2 and somehow ended up with 2 cheeseburgers. Very crowded.
11700,11,5 years ago,1 star,"Employee have bad attitude.. I used WiFi.i spent my money..to eat good food
..."
11701,11,4 years ago,4 stars,The busiest McDonald's in SoCal. But good food and efficient order processing.
11702,11,3 years ago,1 star,"There are too many bums roaming the place without proper covid protection, stay away if you want to live!!"
11703,11,4 years ago,5 stars,Proper Nice food. Hash Browns were banging. Defo Recommend.
11704,11,3 years ago,3 stars,"There was people fighting in there, it was honestly disturbing and the food was overpriced from what other mc donalds are like."
11705,11,3 years ago,2 stars,"2 stars because I had to dodge beggars and also because I got charged for a refill, that must be a California thing, but it's uncalled for."
11706,11,2 years ago,4 stars,We love it.ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½
11707,11,3 years ago,2 stars,This place doesn't offer any of McDonald's nationwide deals. Also no refills on any drinks.
11708,11,a year ago,5 stars,Some Mc Donald's cook the best Bic Mac such as Santa Monica
11709,11,6 years ago,5 stars,"I like chicken nuggets, so I like this place"
11710,11,2 years ago,4 stars,My first time there and it doesn't have drive thru
11711,11,a year ago,3 stars,Well i like any MCDONALD'S but now there is starting to be more homeless people now
11712,11,6 years ago,5 stars,The food is always fresh over here and fast service
11713,11,8 months ago,3 stars,Dead zone for cell service? Odd.
11714,11,a year ago,3 stars,a little dirty but the place was packed
11715,11,5 years ago,3 stars,Cheese was not melted in my cheese burger. French fries were good though
11716,11,4 years ago,5 stars,Best food I've ever tasted in my entire life.
11717,11,5 years ago,2 stars,"this McDonald's was full of homeless people, and they had a security guard at the door and there was no place to sit because all the homeless people had all the tables."
11718,11,5 years ago,4 stars,Good to grab a quick bite but most of the time is pretty full
11719,11,4 years ago,1 star,"Mic Rib sucks has to be great, now it's a thin price of who knows what"
11720,11,2 months ago,4 stars,Good
11721,11,6 years ago,1 star,The worst McDonald's ever 6 people got their order before us mind you we only ordered 2large fries and 2 cones yet all the people that ordered after us got the food ahead of us bs
11722,11,4 years ago,1 star,Pathetic place. It is so dirty inside. Very poor customer service. First time I had a bad experience in McD
11723,11,5 years ago,3 stars,Fast and friendly service...but full of weird people and homeless guys.
